Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Action Set Size,Average Iteration Age of Action Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total GA Time,Total Evaluation Time
4763,0.94,0.5849300322927892,709,1000,160,85,2760.131313131313,0,0,0,0,0,64.13911199569702,2.116279363632202,0.061739206314086914,0.08299851417541504,0.11142897605895996,0.012000322341918945
4764,0.94,0.5849300322927892,707,1000,290,150,2532.449494949495,2,0,1,0,2,64.14133715629578,2.1170742511749268,0.06253981590270996,0.08300900459289551,0.11157608032226562,0.012002706527709961
4765,0.94,0.5849300322927892,707,1000,141,57,2740.328125,0,0,0,0,0,64.14221692085266,2.117723226547241,0.06254005432128906,0.08300900459289551,0.11157608032226562,0.012005805969238281
4766,0.94,0.5849300322927892,707,1000,129,72,2675.734939759036,0,0,0,0,0,64.14306950569153,2.1183438301086426,0.06254029273986816,0.08300900459289551,0.11157608032226562,0.0120086669921875
4767,0.94,0.5849300322927892,707,1000,280,125,2478.4066666666668,0,0,0,0,0,64.14425897598267,2.119130849838257,0.06254076957702637,0.08300900459289551,0.11157608032226562,0.012011051177978516
4768,0.94,0.5849300322927892,707,1000,296,151,2433.0696517412935,0,0,0,0,0,64.14553260803223,2.1198971271514893,0.06254124641418457,0.08300900459289551,0.11157608032226562,0.012013673782348633
4769,0.94,0.5849300322927892,707,1000,279,139,2531.5714285714284,0,0,0,0,0,64.14677500724792,2.1207005977630615,0.06254148483276367,0.08300900459289551,0.11157608032226562,0.012016534805297852
4770,0.94,0.5849300322927892,707,1000,218,107,2583.9826086956523,0,0,0,0,0,64.14783072471619,2.1214101314544678,0.06254196166992188,0.08300900459289551,0.11157608032226562,0.01201939582824707
4771,0.94,0.5849300322927892,707,1000,300,162,2553.9671361502346,0,0,0,0,0,64.14915132522583,2.1221976280212402,0.06254243850708008,0.08300900459289551,0.11157608032226562,0.012021780014038086
4772,0.94,0.5849300322927892,707,1000,130,61,3382.7615384615383,0,0,0,0,0,64.14999556541443,2.122832775115967,0.06254291534423828,0.08300900459289551,0.11157608032226562,0.012024641036987305
4773,0.94,0.5849300322927892,707,1000,168,93,2344.8347107438017,0,0,0,0,0,64.15107750892639,2.1234865188598633,0.06254339218139648,0.08300900459289551,0.11168479919433594,0.01202702522277832
4774,0.94,0.5849300322927892,707,1000,275,147,2513.9086294416243,0,0,0,0,0,64.15233445167542,2.1242780685424805,0.06254386901855469,0.08300900459289551,0.11168479919433594,0.012029886245727539
4775,0.94,0.5849300322927892,706,1000,182,95,2953.4416666666666,0,0,1,0,2,64.15447473526001,2.1249701976776123,0.06331992149353027,0.08324503898620605,0.11179542541503906,0.012032747268676758
4776,0.94,0.5849300322927892,706,1000,199,98,2810.0797101449275,0,0,0,0,0,64.15551352500916,2.1256675720214844,0.06332015991210938,0.08324503898620605,0.11179542541503906,0.012035846710205078
4777,0.94,0.5849300322927892,706,1000,297,153,2630.598901098901,0,0,0,0,0,64.1567952632904,2.126452684402466,0.06332063674926758,0.08324503898620605,0.11179542541503906,0.012038707733154297
4778,0.94,0.5849300322927892,706,1000,291,151,2525.1507537688444,0,0,0,0,0,64.15808296203613,2.127249002456665,0.06332111358642578,0.08324503898620605,0.11179542541503906,0.012041330337524414
4779,0.94,0.5849300322927892,706,1000,151,86,2859.960396039604,0,0,0,0,0,64.15897846221924,2.1278834342956543,0.06332159042358398,0.08324503898620605,0.11179542541503906,0.012044429779052734
4780,0.94,0.5849300322927892,706,1000,288,139,2618.8333333333335,0,0,0,0,0,64.16019606590271,2.128631591796875,0.06332206726074219,0.08324503898620605,0.11179542541503906,0.012047052383422852
4781,0.94,0.5849300322927892,706,1000,127,69,2918.6133333333332,0,0,0,0,0,64.16111302375793,2.1292829513549805,0.06332254409790039,0.08324503898620605,0.11179542541503906,0.012049674987792969
4782,0.94,0.5849300322927892,706,1000,180,89,3000.9900990099013,0,0,0,0,0,64.16211748123169,2.129978656768799,0.06332278251647949,0.08324503898620605,0.11179542541503906,0.012052536010742188
4783,0.94,0.5849300322927892,706,1000,189,105,2576.941605839416,0,0,0,0,0,64.16311621665955,2.1306557655334473,0.0633230209350586,0.08324503898620605,0.11179542541503906,0.012055158615112305
4784,0.94,0.5849300322927892,706,1000,166,68,2732.232,0,0,0,0,0,64.16399598121643,2.1313083171844482,0.0633232593536377,0.08324503898620605,0.11179542541503906,0.012057781219482422
4785,0.94,0.5849300322927892,704,1000,315,152,2554.0802139037432,1,0,1,0,2,64.16633033752441,2.132084369659424,0.0641632080078125,0.08332586288452148,0.11192154884338379,0.012060403823852539
4786,0.94,0.5849300322927892,705,1000,211,98,2317.6315789473683,0,0,1,0,1,64.16845297813416,2.1327521800994873,0.06488752365112305,0.08361053466796875,0.11203551292419434,0.01206350326538086
4787,0.94,0.5849300322927892,705,1000,263,145,2747.553672316384,0,0,0,0,0,64.16969609260559,2.133528709411621,0.06488800048828125,0.08361053466796875,0.11203551292419434,0.012066364288330078
4788,0.94,0.5849300322927892,705,1000,283,153,2535.073529411765,0,0,1,0,1,64.17207860946655,2.134305715560913,0.06565594673156738,0.08382916450500488,0.11216092109680176,0.012069463729858398
4789,0.94,0.5849300322927892,705,1000,175,72,3097.561151079137,0,0,0,0,0,64.17296504974365,2.1349503993988037,0.06565666198730469,0.08382916450500488,0.11216092109680176,0.012072324752807617
4790,0.94,0.5849300322927892,705,1000,160,68,2726.368,0,0,0,0,0,64.17387795448303,2.1356325149536133,0.06565737724304199,0.08382916450500488,0.11216092109680176,0.012075185775756836
4791,0.94,0.5849300322927892,705,1000,184,86,2593.6170212765956,0,0,0,0,0,64.17489004135132,2.136343002319336,0.0656576156616211,0.08382916450500488,0.11216092109680176,0.012077808380126953
4792,0.94,0.5849300322927892,705,1000,305,155,2643.037037037037,0,0,0,0,0,64.17615699768066,2.1371376514434814,0.0656580924987793,0.08382916450500488,0.11216092109680176,0.012080192565917969
4793,0.94,0.5849300322927892,705,1000,186,103,2549.858407079646,0,0,0,0,0,64.17719030380249,2.1378254890441895,0.0656583309173584,0.08382916450500488,0.11216092109680176,0.012082576751708984
4794,0.94,0.5849300322927892,705,1000,304,145,2628.64,0,0,0,0,0,64.17843508720398,2.1386215686798096,0.0656588077545166,0.08382916450500488,0.11216092109680176,0.012085199356079102
4795,0.94,0.5849300322927892,705,1000,182,81,3279.083333333333,0,0,0,0,0,64.17940735816956,2.139314889907837,0.0656592845916748,0.08382916450500488,0.11216092109680176,0.012087583541870117
4796,0.94,0.5849300322927892,705,1000,180,76,1847.4901960784314,0,0,0,0,0,64.18034672737122,2.1399779319763184,0.06565976142883301,0.08382916450500488,0.11216092109680176,0.012090206146240234
4797,0.92,0.5849300322927892,705,1000,265,129,2564.532894736842,0,0,0,0,0,64.18150281906128,2.1407229900360107,0.06566023826599121,0.08382916450500488,0.11216092109680176,0.012092828750610352
4798,0.92,0.5849300322927892,705,1000,146,64,2726.4827586206898,0,0,0,0,0,64.1823661327362,2.14137864112854,0.06566047668457031,0.08382916450500488,0.11216092109680176,0.01209568977355957
4799,0.92,0.5849300322927892,705,1000,193,95,2859.7619047619046,0,0,0,0,0,64.18329453468323,2.142024278640747,0.06566095352172852,0.08382916450500488,0.11216092109680176,0.012098073959350586
4800,0.92,0.5849300322927892,704,1000,184,78,3056.6462585034014,0,0,1,0,2,64.18523240089417,2.1426594257354736,0.06645059585571289,0.08398246765136719,0.11225199699401855,0.0121002197265625
4801,0.9,0.5849300322927892,704,1000,233,104,2639.9603174603176,0,0,0,0,0,64.18637323379517,2.1434473991394043,0.0664510726928711,0.08398246765136719,0.11225199699401855,0.01210331916809082
4802,0.9,0.5849300322927892,704,1000,112,63,2324.698630136986,0,0,0,0,0,64.18717408180237,2.1440491676330566,0.0664515495300293,0.08398246765136719,0.11225199699401855,0.012106180191040039
4803,0.9,0.5849300322927892,702,1000,182,92,2892.3384615384616,1,0,1,0,2,64.18909025192261,2.1447088718414307,0.06725358963012695,0.0840294361114502,0.11234331130981445,0.012108802795410156
4804,0.9,0.5849300322927892,702,1000,278,142,2567.526011560694,0,0,0,0,0,64.19031000137329,2.145482301712036,0.06725406646728516,0.0840294361114502,0.11234331130981445,0.012111902236938477
4805,0.9,0.5849300322927892,702,1000,185,103,3090.9655172413795,0,0,0,0,0,64.19132542610168,2.1461727619171143,0.06725454330444336,0.0840294361114502,0.11234331130981445,0.012115001678466797
4806,0.9,0.5849300322927892,702,1000,175,103,2856.0,0,0,0,0,0,64.19227647781372,2.1468071937561035,0.06725502014160156,0.0840294361114502,0.11234331130981445,0.012117862701416016
4807,0.9,0.5849300322927892,702,1000,294,144,2617.04,0,0,0,0,0,64.19348978996277,2.147568941116333,0.06725549697875977,0.0840294361114502,0.11234331130981445,0.012120485305786133
4808,0.9,0.5849300322927892,702,1000,288,144,2523.005235602094,0,0,0,0,0,64.19478702545166,2.1483724117279053,0.06725573539733887,0.0840294361114502,0.11234331130981445,0.01212310791015625
4809,0.92,0.5849300322927892,702,1000,274,134,2593.923566878981,0,0,0,0,0,64.19598603248596,2.1491494178771973,0.06725621223449707,0.0840294361114502,0.11234331130981445,0.012125968933105469
4810,0.92,0.5849300322927892,702,1000,144,60,3119.439655172414,0,0,0,0,0,64.19683456420898,2.1497910022735596,0.06725668907165527,0.0840294361114502,0.11234331130981445,0.012128829956054688
4811,0.92,0.5849300322927892,702,1000,177,75,2740.607407407407,0,0,0,0,0,64.19779968261719,2.150484800338745,0.06725716590881348,0.0840294361114502,0.11234331130981445,0.012131214141845703
4812,0.92,0.5849300322927892,702,1000,128,49,3031.0299999999997,0,0,0,0,0,64.19860863685608,2.15112042427063,0.06725788116455078,0.0840294361114502,0.11234331130981445,0.012133598327636719
4813,0.92,0.5849300322927892,702,1000,287,136,2615.988023952096,0,0,0,0,0,64.19975900650024,2.1518595218658447,0.06725835800170898,0.0840294361114502,0.11234331130981445,0.012135744094848633
4814,0.92,0.5849300322927892,702,1000,194,94,2231.6171875,0,0,0,0,0,64.20072078704834,2.15252947807312,0.06725859642028809,0.0840294361114502,0.11234331130981445,0.012138605117797852
4815,0.92,0.5849300322927892,702,1000,148,61,2934.64406779661,0,0,0,0,0,64.20165419578552,2.153170108795166,0.06725907325744629,0.0840294361114502,0.1124119758605957,0.012140989303588867
4816,0.92,0.5849300322927892,702,1000,153,67,2850.8852459016393,0,0,0,0,0,64.20256471633911,2.153853416442871,0.06725955009460449,0.0840294361114502,0.1124119758605957,0.012143850326538086
4817,0.92,0.5849300322927892,700,1000,261,143,2661.193181818182,2,0,1,0,2,64.20469927787781,2.1546213626861572,0.06803607940673828,0.08403921127319336,0.11254644393920898,0.012146472930908203
4818,0.92,0.5849300322927892,700,1000,197,98,2643.2926829268295,0,0,0,0,0,64.20578908920288,2.155381679534912,0.06803679466247559,0.08403921127319336,0.11254644393920898,0.012149333953857422
4819,0.92,0.5849300322927892,700,1000,151,60,2741.808695652174,0,0,0,0,0,64.20670461654663,2.1560702323913574,0.06803727149963379,0.08403921127319336,0.11254644393920898,0.012152433395385742
4820,0.92,0.5849300322927892,700,1000,118,74,2907.2327586206898,0,0,0,0,0,64.20750641822815,2.1566455364227295,0.06803774833679199,0.08403921127319336,0.11254644393920898,0.01215505599975586
4821,0.92,0.5849300322927892,700,1000,199,95,3025.722222222222,0,0,0,0,0,64.20850992202759,2.157351016998291,0.0680384635925293,0.08403921127319336,0.11254644393920898,0.012157678604125977
4822,0.92,0.5849300322927892,700,1000,161,64,2585.132530120482,0,0,0,0,0,64.20951318740845,2.158015489578247,0.0680389404296875,0.08403921127319336,0.1126408576965332,0.012160301208496094
4823,0.92,0.5849300322927892,700,1000,127,57,2469.9333333333334,0,0,0,0,0,64.21048736572266,2.1586782932281494,0.0680394172668457,0.08403921127319336,0.11272716522216797,0.012163162231445312
4824,0.92,0.5849300322927892,700,1000,174,76,3121.2602739726026,0,0,0,0,0,64.21136498451233,2.159311056137085,0.0680398941040039,0.08403921127319336,0.11272716522216797,0.01216578483581543
4825,0.92,0.5849300322927892,700,1000,185,79,2082.5555555555557,0,0,0,0,0,64.21233439445496,2.1600093841552734,0.06804037094116211,0.08403921127319336,0.11272716522216797,0.012168645858764648
4826,0.92,0.5849300322927892,700,1000,145,78,3019.0616438356165,0,0,0,0,0,64.21326398849487,2.160675287246704,0.06804084777832031,0.08403921127319336,0.11272716522216797,0.012171268463134766
4827,0.92,0.5849300322927892,700,1000,118,67,2799.128205128205,0,0,1,0,2,64.21527791023254,2.161309003829956,0.06878495216369629,0.08433008193969727,0.11283135414123535,0.012173891067504883
4828,0.92,0.5849300322927892,700,1000,197,99,2863.0285714285715,0,0,0,0,0,64.21636629104614,2.1619622707366943,0.06878542900085449,0.08433008193969727,0.11293601989746094,0.012176990509033203
4829,0.92,0.5849300322927892,699,1000,145,59,1747.4814814814813,1,0,1,0,2,64.21830034255981,2.1625747680664062,0.06959819793701172,0.08449006080627441,0.11303162574768066,0.012180089950561523
4830,0.92,0.5849300322927892,699,1000,157,85,1923.780701754386,0,0,0,0,0,64.21921634674072,2.1632113456726074,0.06959867477416992,0.08449006080627441,0.11303162574768066,0.012183189392089844
4831,0.92,0.5849300322927892,699,1000,305,146,2555.4690721649486,0,0,0,0,0,64.22060871124268,2.163996696472168,0.06959915161132812,0.08449006080627441,0.11316800117492676,0.012186050415039062
4832,0.92,0.5849300322927892,699,1000,300,145,2674.5561797752807,0,0,0,0,0,64.2218861579895,2.1647861003875732,0.06959962844848633,0.08449006080627441,0.11316800117492676,0.012189149856567383
4833,0.92,0.5849300322927892,699,1000,129,54,2818.8899082568805,0,0,0,0,0,64.22271299362183,2.1654212474823,0.06959986686706543,0.08449006080627441,0.11316800117492676,0.012192010879516602
4834,0.92,0.5849300322927892,699,1000,87,35,2289.3947368421054,0,0,0,0,0,64.22344040870667,2.166010856628418,0.06960034370422363,0.08449006080627441,0.11316800117492676,0.01219487190246582
4835,0.92,0.5849300322927892,699,1000,276,127,2564.9666666666667,0,0,0,0,0,64.22466897964478,2.166806221008301,0.06960082054138184,0.08449006080627441,0.11316800117492676,0.012197256088256836
4836,0.92,0.5849300322927892,699,1000,123,60,2078.6388888888887,0,0,0,0,0,64.22553205490112,2.167452573776245,0.06960129737854004,0.08449006080627441,0.11316800117492676,0.012199640274047852
4837,0.92,0.5849300322927892,699,1000,186,92,2125.320610687023,0,0,1,0,1,64.22753715515137,2.16811466217041,0.07035422325134277,0.0846867561340332,0.11325883865356445,0.012202262878417969
4838,0.92,0.5849300322927892,699,1000,294,146,2668.3370786516853,0,0,0,0,0,64.22882103919983,2.168898344039917,0.07035446166992188,0.0846867561340332,0.11325883865356445,0.012205123901367188
4839,0.92,0.5849300322927892,699,1000,194,98,2844.0,0,0,0,0,0,64.22987508773804,2.1696066856384277,0.07035517692565918,0.0846867561340332,0.11325883865356445,0.012208223342895508
4840,0.92,0.5849300322927892,699,1000,163,79,2166.8979591836733,0,0,0,0,0,64.23084831237793,2.1702945232391357,0.07035565376281738,0.0846867561340332,0.11325883865356445,0.012211084365844727
4841,0.92,0.5849300322927892,699,1000,155,89,2880.931818181818,0,1,1,0,2,64.23293280601501,2.1709439754486084,0.07109999656677246,0.0849602222442627,0.11336708068847656,0.012213706970214844
4842,0.92,0.5849300322927892,699,1000,174,82,2514.7078651685392,0,0,0,0,0,64.23395323753357,2.1716573238372803,0.07110047340393066,0.0849602222442627,0.11336708068847656,0.012216567993164062
4843,0.92,0.5849300322927892,699,1000,248,127,2735.0529801324506,0,0,0,0,0,64.23511743545532,2.1724305152893066,0.07110095024108887,0.0849602222442627,0.11336708068847656,0.012219667434692383
4844,0.92,0.5849300322927892,699,1000,207,98,2154.3050847457625,0,0,0,0,0,64.23612213134766,2.1731197834014893,0.07110118865966797,0.0849602222442627,0.11336708068847656,0.0122222900390625
4845,0.92,0.5849300322927892,699,1000,157,68,2789.75,0,0,0,0,0,64.2369749546051,2.1737425327301025,0.07110166549682617,0.0849602222442627,0.11336708068847656,0.012224912643432617
4846,0.92,0.5849300322927892,699,1000,284,144,2637.186440677966,0,0,0,0,0,64.23824071884155,2.174551486968994,0.07110214233398438,0.0849602222442627,0.11336708068847656,0.012227535247802734
4847,0.94,0.5849300322927892,699,1000,259,123,2566.150684931507,0,0,0,0,0,64.23940205574036,2.1753108501434326,0.07110261917114258,0.0849602222442627,0.11336708068847656,0.012230634689331055
4848,0.94,0.5849300322927892,699,1000,275,124,2652.5342465753424,0,0,0,0,0,64.24057483673096,2.176089286804199,0.07110309600830078,0.0849602222442627,0.11336708068847656,0.012233257293701172
4849,0.94,0.5849300322927892,699,1000,278,136,2598.6666666666665,0,0,0,0,0,64.24177145957947,2.176858425140381,0.07110357284545898,0.0849602222442627,0.11336708068847656,0.012237787246704102
4850,0.94,0.5849300322927892,699,1000,157,91,2251.2264150943397,0,0,0,0,0,64.24273633956909,2.177534580230713,0.07110381126403809,0.0849602222442627,0.11336708068847656,0.01224064826965332
4851,0.94,0.5849300322927892,699,1000,298,145,2484.958549222798,0,0,0,0,0,64.24400401115417,2.178327798843384,0.07110452651977539,0.0849602222442627,0.11336708068847656,0.012243270874023438
4852,0.94,0.5849300322927892,699,1000,214,109,2968.9632352941176,0,0,0,0,0,64.24506545066833,2.1790332794189453,0.07110476493835449,0.0849602222442627,0.11336708068847656,0.012245893478393555
4853,0.94,0.5849300322927892,699,1000,170,73,2985.3230769230768,0,0,0,0,0,64.24609041213989,2.1797127723693848,0.0711054801940918,0.0849602222442627,0.11344408988952637,0.012248516082763672
4854,0.94,0.5849300322927892,699,1000,154,79,3187.866666666667,0,0,0,0,0,64.24706840515137,2.1804308891296387,0.07110595703125,0.0849602222442627,0.11344408988952637,0.01225137710571289
4855,0.94,0.5849300322927892,699,1000,267,129,2547.8375,0,0,0,0,0,64.24819040298462,2.1811628341674805,0.0711066722869873,0.0849602222442627,0.11344408988952637,0.01225423812866211
4856,0.94,0.5849300322927892,699,1000,130,57,2725.1018518518517,0,0,0,0,0,64.2489881515503,2.181762933731079,0.07110714912414551,0.0849602222442627,0.11344408988952637,0.012256860733032227
4857,0.94,0.5849300322927892,699,1000,260,139,2660.232558139535,0,0,0,0,0,64.25025200843811,2.1825759410858154,0.07110738754272461,0.0849602222442627,0.11344408988952637,0.012262582778930664
4858,0.94,0.5849300322927892,698,1000,102,55,3012.7123287671234,1,1,0,0,2,64.25211477279663,2.1831812858581543,0.07192015647888184,0.08510613441467285,0.11355209350585938,0.012265205383300781
4859,0.94,0.5849300322927892,698,1000,176,88,1996.9739130434782,0,0,0,0,0,64.25308299064636,2.183851480484009,0.07192063331604004,0.08510613441467285,0.11355209350585938,0.012268304824829102
4860,0.94,0.5849300322927892,698,1000,296,160,2626.507177033493,0,1,0,0,2,64.25568699836731,2.1846542358398438,0.07275676727294922,0.08539605140686035,0.11370587348937988,0.01227116584777832
4861,0.94,0.5849300322927892,697,1000,212,111,2921.7577639751553,1,1,1,0,2,64.25784230232239,2.185389995574951,0.07353901863098145,0.08555388450622559,0.11382222175598145,0.012274026870727539
4862,0.96,0.5849300322927892,697,1000,178,78,2142.735849056604,0,0,0,0,0,64.25876545906067,2.18605375289917,0.07353949546813965,0.08555388450622559,0.11382222175598145,0.012277364730834961
4863,0.96,0.5849300322927892,697,1000,280,140,2480.5080213903743,0,0,0,0,0,64.25997638702393,2.1868250370025635,0.07353997230529785,0.08555388450622559,0.11382222175598145,0.01228022575378418
4864,0.96,0.5849300322927892,697,1000,277,143,2694.6685714285713,0,0,0,0,0,64.2612133026123,2.1876134872436523,0.07354044914245605,0.08555388450622559,0.11382222175598145,0.012282848358154297
4865,0.96,0.5849300322927892,697,1000,148,83,3048.516129032258,0,0,0,0,0,64.26213049888611,2.188267230987549,0.07354092597961426,0.08555388450622559,0.11382222175598145,0.012285709381103516
4866,0.96,0.5849300322927892,697,1000,129,78,2552.2477064220184,0,1,0,0,2,64.26420998573303,2.1889021396636963,0.07431793212890625,0.08584713935852051,0.1139378547668457,0.012288093566894531
4867,0.96,0.5849300322927892,697,1000,168,82,2784.5760869565215,0,0,0,0,0,64.26515698432922,2.189544439315796,0.07431864738464355,0.08584713935852051,0.1139378547668457,0.012290716171264648
4868,0.96,0.5849300322927892,697,1000,179,69,2853.767441860465,0,0,0,0,0,64.26608395576477,2.190225124359131,0.07431912422180176,0.08584713935852051,0.1139378547668457,0.012293577194213867
4869,0.94,0.5849300322927892,697,1000,140,56,2958.8796296296296,0,0,0,0,0,64.26690149307251,2.1908466815948486,0.07431936264038086,0.08584713935852051,0.1139378547668457,0.012296676635742188
4870,0.92,0.5849300322927892,697,1000,183,93,2682.1111111111113,0,0,0,0,0,64.26787304878235,2.191528797149658,0.07431960105895996,0.08584713935852051,0.1139378547668457,0.012299299240112305
4871,0.92,0.5849300322927892,697,1000,151,75,3107.341176470588,0,0,0,0,0,64.26883673667908,2.1921567916870117,0.07432007789611816,0.08584713935852051,0.11402153968811035,0.012301445007324219
4872,0.92,0.5849300322927892,697,1000,160,66,2974.931818181818,0,0,0,0,0,64.26984238624573,2.1928353309631348,0.07432055473327637,0.08584713935852051,0.11410140991210938,0.012304067611694336
4873,0.92,0.5849300322927892,697,1000,271,144,2756.6428571428573,0,0,0,0,0,64.27102637290955,2.193589925765991,0.07432126998901367,0.08584713935852051,0.11410140991210938,0.012307167053222656
4874,0.92,0.5849300322927892,697,1000,183,94,2596.866666666667,0,0,0,0,0,64.27203440666199,2.1942765712738037,0.07432174682617188,0.08584713935852051,0.11410140991210938,0.012310028076171875
4875,0.9,0.5849300322927892,697,1000,163,73,2686.2804878048782,0,0,0,0,0,64.27292585372925,2.194927930831909,0.07432222366333008,0.08584713935852051,0.11410140991210938,0.012312889099121094
4876,0.9,0.5849300322927892,697,1000,138,55,3001.9661016949153,0,0,0,0,0,64.27377963066101,2.195584774017334,0.07432246208190918,0.08584713935852051,0.11410140991210938,0.01231527328491211
4877,0.9,0.5849300322927892,697,1000,193,107,2851.993464052288,0,0,0,0,0,64.27479410171509,2.196262836456299,0.07432270050048828,0.08584713935852051,0.11410140991210938,0.012317895889282227
4878,0.9,0.5849300322927892,697,1000,200,98,2773.6283185840707,0,0,0,0,0,64.27577257156372,2.1969382762908936,0.07432293891906738,0.08584713935852051,0.11410140991210938,0.012320280075073242
4879,0.9,0.5849300322927892,697,1000,304,142,2604.6666666666665,0,0,0,0,0,64.27698540687561,2.1976988315582275,0.07432341575622559,0.08584713935852051,0.11410140991210938,0.01232290267944336
4880,0.88,0.5849300322927892,697,1000,118,54,2904.727272727273,0,0,0,0,0,64.27781510353088,2.1983349323272705,0.07432389259338379,0.08584713935852051,0.11410140991210938,0.012325525283813477
4881,0.88,0.5849300322927892,697,1000,128,76,2964.0444444444447,0,0,0,0,0,64.2786934375763,2.198974132537842,0.07432413101196289,0.08584713935852051,0.11410140991210938,0.012327909469604492
4882,0.88,0.5849300322927892,697,1000,275,131,2645.0584415584417,0,0,0,0,0,64.27993273735046,2.199791669845581,0.0743248462677002,0.08584713935852051,0.11410140991210938,0.012330293655395508
4883,0.88,0.5849300322927892,697,1000,285,144,2717.6214689265535,0,0,0,0,0,64.28116345405579,2.2005698680877686,0.0743250846862793,0.08584713935852051,0.11410140991210938,0.012332677841186523
4884,0.88,0.5849300322927892,697,1000,243,117,2777.0151515151515,0,0,0,0,0,64.28229260444641,2.2013232707977295,0.0743255615234375,0.08584713935852051,0.11410140991210938,0.012335538864135742
4885,0.88,0.5849300322927892,696,1000,159,106,2854.8380281690143,0,0,1,0,2,64.28425765037537,2.201949119567871,0.07506251335144043,0.08602261543273926,0.11420488357543945,0.01233816146850586
4886,0.88,0.5849300322927892,696,1000,177,75,2998.7361111111113,0,0,0,0,0,64.28521919250488,2.2026281356811523,0.07506299018859863,0.08602261543273926,0.11420488357543945,0.012341022491455078
4887,0.88,0.5849300322927892,696,1000,150,81,2945.7052631578945,0,0,0,0,0,64.2861213684082,2.203270196914673,0.07506322860717773,0.08602261543273926,0.11420488357543945,0.012343883514404297
4888,0.88,0.5849300322927892,696,1000,181,86,2963.29375,0,0,0,0,0,64.28703713417053,2.2039198875427246,0.07506370544433594,0.08602261543273926,0.11420488357543945,0.012346506118774414
4889,0.88,0.5849300322927892,696,1000,214,114,2790.5857142857144,0,1,1,0,2,64.28930068016052,2.204618453979492,0.07584428787231445,0.08631753921508789,0.11433172225952148,0.012349128723144531
4890,0.88,0.5849300322927892,696,1000,267,134,2589.388535031847,0,0,0,0,0,64.29051756858826,2.205388307571411,0.07584476470947266,0.08631753921508789,0.11433172225952148,0.01235198974609375
4891,0.88,0.5849300322927892,696,1000,192,98,2892.4244604316546,0,0,0,0,0,64.29150652885437,2.2060577869415283,0.07584524154663086,0.08631753921508789,0.11433172225952148,0.012354850769042969
4892,0.88,0.5849300322927892,696,1000,288,152,2651.3621621621623,0,0,0,0,0,64.2926824092865,2.2067902088165283,0.07584595680236816,0.08631753921508789,0.11433172225952148,0.012357473373413086
4893,0.88,0.5849300322927892,696,1000,128,82,2696.8660714285716,0,0,0,0,0,64.2935540676117,2.2073965072631836,0.07584643363952637,0.08631753921508789,0.11433172225952148,0.012360334396362305
4894,0.88,0.5849300322927892,695,1000,184,98,2849.4028776978416,0,0,1,0,2,64.29559326171875,2.208070993423462,0.07661771774291992,0.08649849891662598,0.11442732810974121,0.012362957000732422
4895,0.9,0.5849300322927892,695,1000,220,104,2276.354609929078,0,0,0,0,0,64.29665207862854,2.20877742767334,0.07661819458007812,0.08649849891662598,0.11442732810974121,0.012366056442260742
4896,0.9,0.5849300322927892,695,1000,263,124,2732.698717948718,0,0,0,0,0,64.29784154891968,2.2095725536346436,0.07661843299865723,0.08649849891662598,0.11442732810974121,0.01236867904663086
4897,0.9,0.5849300322927892,695,1000,270,134,2599.3373493975905,0,0,0,0,0,64.29898476600647,2.2103211879730225,0.07661890983581543,0.08649849891662598,0.11442732810974121,0.012371540069580078
4898,0.92,0.5849300322927892,695,1000,197,94,2291.660714285714,0,0,0,0,0,64.29995465278625,2.2109951972961426,0.07661938667297363,0.08649849891662598,0.11442732810974121,0.012373924255371094
4899,0.9,0.5849300322927892,695,1000,185,98,2760.848214285714,0,0,0,0,0,64.3009238243103,2.211662530899048,0.07661986351013184,0.08649849891662598,0.11442732810974121,0.012376785278320312
4900,0.9,0.5849300322927892,694,1000,155,64,1870.0112359550562,0,0,1,0,2,64.30296540260315,2.212336301803589,0.07744526863098145,0.08671355247497559,0.11451101303100586,0.01237940788269043
4901,0.9,0.5849300322927892,693,1000,172,76,3109.8344827586207,1,0,1,0,1,64.30436182022095,2.2130014896392822,0.07781457901000977,0.08671855926513672,0.11460208892822266,0.012382745742797852
4902,0.9,0.5849300322927892,692,1000,268,125,2595.5632911392404,1,0,1,0,2,64.30665612220764,2.2137744426727295,0.07863092422485352,0.0868844985961914,0.11471390724182129,0.012385845184326172
4903,0.9,0.5849300322927892,691,1000,169,74,2749.4938271604938,0,0,1,0,2,64.3086805343628,2.214454174041748,0.07934927940368652,0.08714556694030762,0.11480355262756348,0.012388944625854492
4904,0.9,0.5849300322927892,691,1000,144,50,2809.984375,0,0,0,0,0,64.30954098701477,2.215116024017334,0.07934975624084473,0.08714556694030762,0.11480355262756348,0.012392044067382812
4905,0.9,0.5849300322927892,691,1000,277,128,2591.662251655629,0,0,0,0,0,64.31072998046875,2.2158946990966797,0.07935023307800293,0.08714556694030762,0.11480355262756348,0.012395381927490234
